category,activity_code,met,suggested_spoons,activity_clean,activity_description,source
Occupation,11145,7.8,5,"Farming, vigorous effort (e.g., baling hay, cleaning barn), includes former code 11200 Farming, moderate effort (e.g., feeding animals, chasing cattle by walking and/or horseback, spreading manure, harvesting Occupation 11146 4.8 crops)","Farming, vigorous effort (e.g., baling hay, cleaning barn), includes former code 11200 Farming, moderate effort (e.g., feeding animals, chasing cattle by walking and/or horseback, spreading manure, harvesting Occupation 11146 4.8 crops)",2024 Adult Compendium of Physical Activities
Occupation,11147,2.0,2,"Farming, light effort, (e.g., cleaning animal sheds, preparing animal feed)","Farming, light effort, (e.g., cleaning animal sheds, preparing animal feed)",2024 Adult Compendium of Physical Activities
Occupation,11170,2.8,3,"Farming, driving tasks (e.g., driving tractor or harvester)","Farming, driving tasks (e.g., driving tractor or harvester)",2024 Adult Compendium of Physical Activities
Occupation,11180,3.5,3,"Farming, feeding small animals","Farming, feeding small animals",2024 Adult Compendium of Physical Activities
Occupation,11190,4.3,4,"Farming, feeding cattle, horses","Farming, feeding cattle, horses",2024 Adult Compendium of Physical Activities
Occupation,11191,4.3,4,"Farming, hauling water for animals, fetching water from well or stream Farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing, medical care, branding), Occupation 11192 4.5 general","Farming, hauling water for animals, fetching water from well or stream Farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing, medical care, branding), Occupation 11192 4.5 general",2024 Adult Compendium of Physical Activities
Occupation,11195,3.8,3,"Farming, rice, planting, grain milling activities","Farming, rice, planting, grain milling activities",2024 Adult Compendium of Physical Activities
Occupation,11210,3.5,3,"Farming, milking by hand, cleaning pails, moderate effort","Farming, milking by hand, cleaning pails, moderate effort",2024 Adult Compendium of Physical Activities
Occupation,11220,1.3,1,"Farming, milking by machine, light effort","Farming, milking by machine, light effort",2024 Adult Compendium of Physical Activities
Occupation,11222,3.0,3,"Farming, milking Cows, full milking process, modern milking parlor with milking machines","Farming, milking Cows, full milking process, modern milking parlor with milking machines",2024 Adult Compendium of Physical Activities
Occupation,11240,8.0,5,"Fire fighter, general","Fire fighter, general",2024 Adult Compendium of Physical Activities
Occupation,11244,6.8,5,"Fire fighter, rescue victim, automobile accident, using pike pole","Fire fighter, rescue victim, automobile accident, using pike pole",2024 Adult Compendium of Physical Activities
Occupation,11245,8.0,5,"Fire fighter, raising and climbing ladder with full gear, simulated fire suppression","Fire fighter, raising and climbing ladder with full gear, simulated fire suppression",2024 Adult Compendium of Physical Activities
Occupation,11246,9.0,5,"Fire fighter, hauling hoses on ground, carrying/hoisting equipment, breaking down walls etc., wearing full gear","Fire fighter, hauling hoses on ground, carrying/hoisting equipment, breaking down walls etc., wearing full gear",2024 Adult Compendium of Physical Activities
Occupation,11247,3.5,3,"Fishing, commercial, light effort","Fishing, commercial, light effort",2024 Adult Compendium of Physical Activities
Occupation,11248,5.0,4,"Fishing, commercial, moderate effort","Fishing, commercial, moderate effort",2024 Adult Compendium of Physical Activities
Occupation,11250,17.5,5,"Forestry, ax chopping, very fast, 1.25 kg axe, 51 blows/min, extremely vigorous effort","Forestry, ax chopping, very fast, 1.25 kg axe, 51 blows/min, extremely vigorous effort",2024 Adult Compendium of Physical Activities
Occupation,11260,5.0,4,"Forestry, ax chopping, slow, 1.25 kg axe, 19 blows/min, moderate effort","Forestry, ax chopping, slow, 1.25 kg axe, 19 blows/min, moderate effort",2024 Adult Compendium of Physical Activities
Occupation,11262,8.0,5,"Forestry, ax chopping, fast, 1.25 kg axe, 35 blows/min, vigorous effort","Forestry, ax chopping, fast, 1.25 kg axe, 35 blows/min, vigorous effort",2024 Adult Compendium of Physical Activities
Occupation,11264,5.0,4,"Forestry, moderate effort (e.g., sawing wood with power saw, weeding, hoeing) Forestry, vigorous effort (e.g., barking, felling, or trimming trees, carrying or stacking logs, planting seeds, sawing lumber by Occupation 11266 8.5 hand )","Forestry, moderate effort (e.g., sawing wood with power saw, weeding, hoeing) Forestry, vigorous effort (e.g., barking, felling, or trimming trees, carrying or stacking logs, planting seeds, sawing lumber by Occupation 11266 8.5 hand )",2024 Adult Compendium of Physical Activities
Occupation,11370,4.8,4,Furriery,Furriery,2024 Adult Compendium of Physical Activities
Occupation,11375,3.8,3,"Garbage collector, walking, dumping bins into truck, street cleaning","Garbage collector, walking, dumping bins into truck, street cleaning",2024 Adult Compendium of Physical Activities
Occupation,11378,1.8,2,"Hairstylist (e.g., plaiting hair, manicure, make up artist)","Hairstylist (e.g., plaiting hair, manicure, make up artist)",2024 Adult Compendium of Physical Activities
Occupation,11380,7.3,5,"Horse grooming, including feeding, cleaning stalls, bathing, brushing, clipping, longeing and exercising horses.","Horse grooming, including feeding, cleaning stalls, bathing, brushing, clipping, longeing and exercising horses.",2024 Adult Compendium of Physical Activities
Occupation,11381,4.3,4,"Horse, feeding, watering, cleaning stalls, implied walking and lifting loads","Horse, feeding, watering, cleaning stalls, implied walking and lifting loads",2024 Adult Compendium of Physical Activities
Occupation,11383,4.5,4,"Horseback riding, working, cutting cows","Horseback riding, working, cutting cows",2024 Adult Compendium of Physical Activities
Occupation,11390,7.8,5,"Horse racing, galloping, cantor","Horse racing, galloping, cantor",2024 Adult Compendium of Physical Activities
Occupation,11400,6.3,5,"Horse racing, Jockey, trotting","Horse racing, Jockey, trotting",2024 Adult Compendium of Physical Activities
Occupation,11410,2.3,2,"Horse racing, Jockey, walking","Horse racing, Jockey, walking",2024 Adult Compendium of Physical Activities
Occupation,11413,3.0,3,Kitchen maid,Kitchen maid,2024 Adult Compendium of Physical Activities
Occupation,11415,4.0,3,"Lawn keeper, yardwork, general","Lawn keeper, yardwork, general",2024 Adult Compendium of Physical Activities
Occupation,11416,3.0,3,"Lawn keeper, weeding, gas powered","Lawn keeper, weeding, gas powered",2024 Adult Compendium of Physical Activities
Occupation,11418,3.3,3,Laundry worker,Laundry worker,2024 Adult Compendium of Physical Activities
Occupation,11420,3.0,3,Locksmith,Locksmith,2024 Adult Compendium of Physical Activities
Occupation,11430,3.0,3,"Machine tooling (e.g., machining, working sheet metal, machine fitter, operating lathe, welding) light-to-moderate effort","Machine tooling (e.g., machining, working sheet metal, machine fitter, operating lathe, welding) light-to-moderate effort",2024 Adult Compendium of Physical Activities
Occupation,11450,5.0,4,"Machine tooling, operating punch press, moderate effort","Machine tooling, operating punch press, moderate effort",2024 Adult Compendium of Physical Activities
Occupation,11472,1.8,2,"Manager, property","Manager, property",2024 Adult Compendium of Physical Activities
Occupation,11475,2.8,3,"Manual or unskilled labor, general, light effort","Manual or unskilled labor, general, light effort",2024 Adult Compendium of Physical Activities
Occupation,11476,4.5,4,"Manual or unskilled labor, general, moderate effort","Manual or unskilled labor, general, moderate effort",2024 Adult Compendium of Physical Activities
Occupation,11477,6.5,5,"Manual or unskilled labor, general, vigorous effort","Manual or unskilled labor, general, vigorous effort",2024 Adult Compendium of Physical Activities
Occupation,11480,4.3,4,"Masonary, concrete, moderate effort","Masonary, concrete, moderate effort",2024 Adult Compendium of Physical Activities
Occupation,11482,2.5,2,"Masonry, concrete, light effort","Masonry, concrete, light effort",2024 Adult Compendium of Physical Activities
Occupation,11485,5.5,4,"Massage therapist, standing","Massage therapist, standing",2024 Adult Compendium of Physical Activities
Occupation,11486,2.3,2,"Mail carrier, walking to deliver mail","Mail carrier, walking to deliver mail",2024 Adult Compendium of Physical Activities
Occupation,11487,1.5,1,"Mail delivery, motorbike","Mail delivery, motorbike",2024 Adult Compendium of Physical Activities
Occupation,11488,3.5,3,"Mail delivery, Electronically Assisted Bicycle","Mail delivery, Electronically Assisted Bicycle",2024 Adult Compendium of Physical Activities
Occupation,11490,7.5,5,"Moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van work)","Moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van work)",2024 Adult Compendium of Physical Activities
Occupation,11493,8.5,5,"Mining, general services, drilling, mining support jobs (mechanical, welding, pipe installation, general construction)","Mining, general services, drilling, mining support jobs (mechanical, welding, pipe installation, general construction)",2024 Adult Compendium of Physical Activities
Occupation,11495,12.0,5,"Skindiving or SCUBA diving as a frogman, Navy Seal","Skindiving or SCUBA diving as a frogman, Navy Seal",2024 Adult Compendium of Physical Activities
Occupation,11500,2.5,2,"Operating heavy duty equipment, automated, not driving","Operating heavy duty equipment, automated, not driving",2024 Adult Compendium of Physical Activities
Occupation,11510,3.5,3,"Orange grove work, picking fruit","Orange grove work, picking fruit",2024 Adult Compendium of Physical Activities
Occupation,11514,3.3,3,"Painting, house, furniture, moderate effort","Painting, house, furniture, moderate effort",2024 Adult Compendium of Physical Activities
Occupation,11516,3.0,3,Plumbing activities,Plumbing activities,2024 Adult Compendium of Physical Activities
Occupation,11520,2.0,2,"Printing, paper industry worker, standing","Printing, paper industry worker, standing",2024 Adult Compendium of Physical Activities
Occupation,11524,3.8,3,"Police Officer, Walking","Police Officer, Walking",2024 Adult Compendium of Physical Activities
Occupation,11525,2.5,2,"Police, directing traffic, standing","Police, directing traffic, standing",2024 Adult Compendium of Physical Activities
Occupation,11526,2.0,2,"Police, driving a squad car, sitting","Police, driving a squad car, sitting",2024 Adult Compendium of Physical Activities
Occupation,11527,1.3,1,"Police, riding in a squad car, sitting","Police, riding in a squad car, sitting",2024 Adult Compendium of Physical Activities
Occupation,11528,4.0,3,"Police, making an arrest, standing","Police, making an arrest, standing",2024 Adult Compendium of Physical Activities
Occupation,11529,9.0,5,"Counter terrorism maneuvers, clearing building","Counter terrorism maneuvers, clearing building",2024 Adult Compendium of Physical Activities
Occupation,11530,2.0,2,"Shoe repair, general","Shoe repair, general",2024 Adult Compendium of Physical Activities
Occupation,11540,7.3,5,"Shoveling, digging ditches","Shoveling, digging ditches",2024 Adult Compendium of Physical Activities
Occupation,11550,8.8,5,"Shoveling, more than 16 lbs/minute, deep digging, vigorous effort","Shoveling, more than 16 lbs/minute, deep digging, vigorous effort",2024 Adult Compendium of Physical Activities
Occupation,11560,5.0,4,"Shoveling, less than 10 lbs/minute, moderate effort","Shoveling, less than 10 lbs/minute, moderate effort",2024 Adult Compendium of Physical Activities
Occupation,11570,6.5,5,"Shoveling, 10 to 15 lbs/minute, vigorous effort","Shoveling, 10 to 15 lbs/minute, vigorous effort",2024 Adult Compendium of Physical Activities
Occupation,11580,1.5,1,"Sitting tasks, light effort (e.g., office work, chemistry lab work, light assembly repair, watch repair, reading, desk work)","Sitting tasks, light effort (e.g., office work, chemistry lab work, light assembly repair, watch repair, reading, desk work)",2024 Adult Compendium of Physical Activities
Occupation,11582,1.3,1,"Sitting, computer work","Sitting, computer work",2024 Adult Compendium of Physical Activities
Occupation,11583,1.3,1,"Standing workstation, typing, computer work","Standing workstation, typing, computer work",2024 Adult Compendium of Physical Activities
Occupation,11585,1.3,1,"Sitting meetings, light effort, general, and/or with talking involved (e.g., eating at a business meeting)","Sitting meetings, light effort, general, and/or with talking involved (e.g., eating at a business meeting)",2024 Adult Compendium of Physical Activities
